_id,processo_numero,processo_ocorrencia
10288,8078939317,Deslizamentos de Barreiras
10289,8078937719,Não há Ocorrência para essa Solicitação
10290,8078934117,Imoveis com Danos/Risco
10291,8078932917,Imoveis com Danos/Risco
10292,8078925217,Imoveis com Danos/Risco
10293,8078921720,Não há Ocorrência para essa Solicitação
10294,8078921518,Imoveis com Danos/Risco
10295,8078915720,Não há Ocorrência para essa Solicitação
10296,8078914719,Imoveis com Danos/Risco
10297,8078913022,Imoveis com Danos/Risco
10298,8078910520,Imoveis com Danos/Risco
10299,8078905819,Deslizamentos de Barreiras
10300,8078901617,Arvores em Risco
10301,8078901219,Invasao de Terreno de Auxilio Moradia
10302,8078898517,Não há Ocorrência para essa Solicitação
10303,8078895617,Não há Ocorrência para essa Solicitação
10304,8078893022,Imoveis com Danos/Risco
10305,8078889617,Não há Ocorrência para essa Solicitação
10306,8078881122,Imoveis Alagados
10307,8078880519,Deslizamentos de Barreiras
10308,8078880519,Não há Ocorrência para essa Solicitação
10309,8078877820,Arvores em Risco
10310,8078877419,Muro com Danos
10311,8078877419,Imoveis com Danos/Risco
10312,8078875318,Não há Ocorrência para essa Solicitação
10313,8078872620,Imoveis com Danos/Risco
10314,8078872617,Não há Ocorrência para essa Solicitação
10315,8078872219,Deslizamentos de Barreiras
10316,8078865619,Não há Ocorrência para essa Solicitação
10317,8078863322,Não há Ocorrência para essa Solicitação
10318,8078862020,Não há Ocorrência para essa Solicitação
10319,8078861022,Não há Ocorrência para essa Solicitação
10320,8078859020,Não há Ocorrência para essa Solicitação
10321,8078857720,Não há Ocorrência para essa Solicitação
10322,8078855420,Não há Ocorrência para essa Solicitação
10323,8078854618,Imoveis com Danos/Risco
10324,8078854419,Imoveis com Danos/Risco
10325,8078854419,Deslizamentos de Barreiras
10326,8078854419,Arvores em Risco
10327,8078851920,Arvores em Risco
10328,8078850922,Deslizamentos de Barreiras
10329,8078850922,Alagamentos
10330,8078847822,Imoveis Alagados
10331,8078847819,Tombamento de Arvores
10332,8078847117,Imoveis com Danos/Risco
10333,8078839718,Não há Ocorrência para essa Solicitação
10334,8078838919,Não há Ocorrência para essa Solicitação
10335,8078835019,Não há Ocorrência para essa Solicitação
10336,8078834322,Imoveis Alagados
10337,8078833719,Não há Ocorrência para essa Solicitação
10338,8078829121,Não há Ocorrência para essa Solicitação
10339,8078828322,Não há Ocorrência para essa Solicitação
10340,8078827921,Não há Ocorrência para essa Solicitação
10341,8078819419,Não há Ocorrência para essa Solicitação
10342,8078817318,Não há Ocorrência para essa Solicitação
10343,8078816519,Arvores em Risco
10344,8078814222,Não há Ocorrência para essa Solicitação
10345,8078814219,Não há Ocorrência para essa Solicitação
10346,8078814219,Deslizamentos de Barreiras
10347,8078813116,Arvores em Risco
10348,8078810918,Muro com Danos
10349,8078809922,Imoveis com Danos/Risco
10350,8078809021,Imoveis com Danos/Risco
10351,8078807821,Não há Ocorrência para essa Solicitação
10352,8078805322,Não há Ocorrência para essa Solicitação
10353,8078798722,Não há Ocorrência para essa Solicitação
10354,8078793519,Arvores em Risco
10355,8078790818,Não há Ocorrência para essa Solicitação
10356,8078789117,Não há Ocorrência para essa Solicitação
10357,8078787519,Imoveis com Danos/Risco
10358,8078787519,Muro com Danos
10359,8078786922,Imoveis com Danos/Risco
10360,8078784619,Não há Ocorrência para essa Solicitação
10361,8078773419,Imoveis com Danos/Risco
10362,8078770519,Não há Ocorrência para essa Solicitação
10363,8078768420,Imoveis com Danos/Risco
10364,8078768221,Imoveis com Danos/Risco
10365,8078768019,Não há Ocorrência para essa Solicitação
10366,8078767422,Não há Ocorrência para essa Solicitação
10367,8078761116,Arvores em Risco
10368,8078761116,Imoveis com Danos/Risco
10369,8078758522,Imoveis com Danos/Risco
10370,8078756620,Não há Ocorrência para essa Solicitação
10371,8078752722,Muro com Danos
10372,8078750422,Desabamento Total Imoveis
10373,8078740220,Incendios
10374,8078736122,Não há Ocorrência para essa Solicitação
10375,8078736119,Imoveis com Danos/Risco
10376,8078736119,Muro com Danos
10377,8078735920,Não há Ocorrência para essa Solicitação
10378,8078735718,Não há Ocorrência para essa Solicitação
10379,8078732622,Não há Ocorrência para essa Solicitação
10380,8078730322,Arvores em Risco
10381,8078727222,Imoveis com Danos/Risco
10382,8078726818,Imoveis com Danos/Risco
10383,8078725022,Não há Ocorrência para essa Solicitação
10384,8078722019,Deslizamentos de Barreiras
10385,8078720822,Imoveis com Danos/Risco
10386,8078711922,Arvores em Risco
10387,8078707321,Invasao de Terreno de Auxilio Moradia
10388,8078705922,Imoveis com Danos/Risco
10389,8078703020,Imoveis com Danos/Risco
10390,8078696019,Não há Ocorrência para essa Solicitação
10391,8078694921,Imoveis com Danos/Risco
10392,8078690520,Imoveis com Danos/Risco
10393,8078680818,Não há Ocorrência para essa Solicitação
10394,8078678119,Imoveis com Danos/Risco
10395,8078675620,Não há Ocorrência para essa Solicitação
10396,8078674619,Deslizamentos de Barreiras
10397,8078674017,Postes em Risco
10398,8078674017,Imoveis com Danos/Risco
10399,8078674017,Deslizamentos de Barreiras
10400,8078669418,Invasao de Terreno de Auxilio Moradia
10401,8078664218,Invasao de Terreno de Auxilio Moradia
10402,8078658221,Não há Ocorrência para essa Solicitação
10403,8078653021,Não há Ocorrência para essa Solicitação
10404,8078649321,Muro com Danos
10405,8078645020,Não há Ocorrência para essa Solicitação
10406,8078641420,Não há Ocorrência para essa Solicitação
10407,8078630220,Não há Ocorrência para essa Solicitação
10408,8078626318,Arvores em Risco
10409,8078626318,Não há Ocorrência para essa Solicitação
10410,8078623617,Imoveis com Danos/Risco
10411,8078614717,Muro com Danos
10412,8078610117,Não há Ocorrência para essa Solicitação
10413,8078610117,Imoveis com Danos/Risco
10414,8078608720,Não há Ocorrência para essa Solicitação
10415,8078600620,Não há Ocorrência para essa Solicitação
10416,8078589220,Não há Ocorrência para essa Solicitação
10417,8078587116,Não há Ocorrência para essa Solicitação
10418,8078584921,Não há Ocorrência para essa Solicitação
10419,8078582016,Não há Ocorrência para essa Solicitação
10420,8078581120,Não há Ocorrência para essa Solicitação
10421,8078580716,Imoveis com Danos/Risco
10422,8078580716,Incendios
10423,8078577420,Não há Ocorrência para essa Solicitação
10424,8078575120,Não há Ocorrência para essa Solicitação
10425,8078574716,Não há Ocorrência para essa Solicitação
10426,8078573920,Não há Ocorrência para essa Solicitação
10427,8078571620,Não há Ocorrência para essa Solicitação
10428,8078570619,Imoveis com Danos/Risco
10429,8078568520,Não há Ocorrência para essa Solicitação
10430,8078568119,Não há Ocorrência para essa Solicitação
10431,8078566220,Não há Ocorrência para essa Solicitação
10432,8078564622,Não há Ocorrência para essa Solicitação
10433,8078557516,Imoveis com Danos/Risco
10434,8078554019,Não há Ocorrência para essa Solicitação
10435,8078553817,Imoveis com Danos/Risco
10436,8078553422,Alagamentos
10437,8078545321,Arvores em Risco
10438,8078543922,Deslizamentos de Barreiras
10439,8078542620,Muro com Danos
10440,8078541821,Não há Ocorrência para essa Solicitação
10441,8078541017,Não há Ocorrência para essa Solicitação
10442,8078539321,Arvores em Risco
10443,8078538920,Não há Ocorrência para essa Solicitação
10444,8078536219,Não há Ocorrência para essa Solicitação
10445,8078535821,Não há Ocorrência para essa Solicitação
10446,8078533319,Não há Ocorrência para essa Solicitação
10447,8078532918,Imoveis com Danos/Risco
10448,8078529619,Não há Ocorrência para essa Solicitação
10449,8078526722,Não há Ocorrência para essa Solicitação
10450,8078522520,Não há Ocorrência para essa Solicitação
10451,8078522119,Não há Ocorrência para essa Solicitação
10452,8078517316,Não há Ocorrência para essa Solicitação
10453,8078517021,Não há Ocorrência para essa Solicitação
10454,8078515920,Não há Ocorrência para essa Solicitação
10455,8078512619,Não há Ocorrência para essa Solicitação
10456,8078512020,Não há Ocorrência para essa Solicitação
10457,8078506020,Arvores em Risco
10458,8078504720,Não há Ocorrência para essa Solicitação
10459,8078501419,Muro com Danos
10460,8078495422,Imoveis Alagados
10461,8078493716,Deslizamentos de Barreiras
10462,8078488117,Imoveis com Danos/Risco
10463,8078484620,Não há Ocorrência para essa Solicitação
10464,8078484222,Imoveis Alagados
10465,8078474722,Não há Ocorrência para essa Solicitação
10466,8078471120,Não há Ocorrência para essa Solicitação
10467,8078468719,Imoveis com Danos/Risco
10468,8078468020,Não há Ocorrência para essa Solicitação
10469,8078467022,Muro com Danos
10470,8078466419,Não há Ocorrência para essa Solicitação
10471,8078464520,Não há Ocorrência para essa Solicitação
10472,8078462220,Imoveis com Danos/Risco
10473,8078460622,Não há Ocorrência para essa Solicitação
10474,8078460116,Deslizamentos de Barreiras
10475,8078455620,Não há Ocorrência para essa Solicitação
10476,8078453320,Não há Ocorrência para essa Solicitação
10477,8078453121,Imoveis com Danos/Risco
10478,8078453121,Desabamento Parcial Imoveis
10479,8078451020,Não há Ocorrência para essa Solicitação
10480,8078450019,Não há Ocorrência para essa Solicitação
10481,8078448020,Muro com Danos
10482,8078445918,Não há Ocorrência para essa Solicitação
10483,8078445020,Não há Ocorrência para essa Solicitação
10484,8078444616,Não há Ocorrência para essa Solicitação
10485,8078444019,Arvores em Risco
10486,8078441318,Deslizamentos de Barreiras
10487,8078436120,Não há Ocorrência para essa Solicitação
10488,8078432418,Não há Ocorrência para essa Solicitação
10489,8078431622,Não há Ocorrência para essa Solicitação
10490,8078429520,Não há Ocorrência para essa Solicitação
10491,8078425017,Imoveis com Danos/Risco
10492,8078424019,Arvores em Risco
10493,8078422020,Incendios
10494,8078421019,Imoveis com Danos/Risco
10495,8078416722,Não há Ocorrência para essa Solicitação
10496,8078415420,Muro com Danos
10497,8078415019,Imoveis com Danos/Risco
10498,8078413822,Não há Ocorrência para essa Solicitação
10499,8078411522,Imoveis com Danos/Risco
10500,8078405920,Imoveis com Danos/Risco
10501,8078405522,Deslizamentos de Barreiras
10502,8078405522,Alagamentos
10503,8078404919,Imoveis com Danos/Risco
10504,8078402622,Não há Ocorrência para essa Solicitação
10505,8078398922,Imoveis com Danos/Risco
10506,8078396116,Não há Ocorrência para essa Solicitação
10507,8078391419,Muro com Danos
10508,8078389516,Não há Ocorrência para essa Solicitação
10509,8078389317,Não há Ocorrência para essa Solicitação
10510,8078388720,Imoveis com Danos/Risco
10511,8078384819,Deslizamentos de Barreiras
10512,8078384819,Arvores em Risco
10513,8078379422,Não há Ocorrência para essa Solicitação
10514,8078376522,Não há Ocorrência para essa Solicitação
10515,8078365322,Desabamento Parcial Imoveis
10516,8078361819,Não há Ocorrência para essa Solicitação
10517,8078357417,Não há Ocorrência para essa Solicitação
10518,8078356422,Muro com Danos
10519,8078349822,Não há Ocorrência para essa Solicitação
10520,8078341722,Não há Ocorrência para essa Solicitação
10521,8078338622,Não há Ocorrência para essa Solicitação
10522,8078336720,Não há Ocorrência para essa Solicitação
10523,8078336322,Não há Ocorrência para essa Solicitação
10524,8078335719,Não há Ocorrência para essa Solicitação
10525,8078335216,Imoveis com Danos/Risco
10526,8078331122,Imoveis com Danos/Risco
10527,8078331119,Não há Ocorrência para essa Solicitação
10528,8078331119,Deslizamentos de Barreiras
10529,8078328022,Arvores em Risco
10530,8078327419,Não há Ocorrência para essa Solicitação
10531,8078324519,Não há Ocorrência para essa Solicitação
10532,8078322219,Arvores em Risco
10533,8078320022,Imoveis com Danos/Risco
10534,8078317919,Deslizamentos de Barreiras
10535,8078317919,Imoveis com Danos/Risco
10536,8078317220,Muro com Danos
10537,8078313319,Arvores em Risco
10538,8078311417,Não há Ocorrência para essa Solicitação
10539,8078306719,Imoveis com Danos/Risco
10540,8078302119,Muro com Danos
10541,8078296122,Não há Ocorrência para essa Solicitação
10542,8078295519,Imoveis Alagados
10543,8078295519,Imoveis com Danos/Risco
10544,8078293421,Não há Ocorrência para essa Solicitação
10545,8078291320,Imoveis com Danos/Risco
10546,8078291118,Não há Ocorrência para essa Solicitação
10547,8078291019,Imoveis com Danos/Risco
10548,8078289519,Arvores em Risco
10549,8078284322,Não há Ocorrência para essa Solicitação
10550,8078281422,Não há Ocorrência para essa Solicitação
10551,8078279118,Imoveis com Danos/Risco
10552,8078277020,Não há Ocorrência para essa Solicitação
10553,8078274822,Arvores em Risco
10554,8078263821,Não há Ocorrência para essa Solicitação
10555,8078263622,Não há Ocorrência para essa Solicitação
10556,8078257619,Imoveis com Danos/Risco
10557,8078251822,Não há Ocorrência para essa Solicitação
10558,8078249521,Imoveis com Danos/Risco
10559,8078249518,Não há Ocorrência para essa Solicitação
10560,8078249319,Deslizamentos de Barreiras
10561,8078245822,Não há Ocorrência para essa Solicitação
10562,8078242922,Não há Ocorrência para essa Solicitação
10563,8078240622,Não há Ocorrência para essa Solicitação
10564,8078239819,Deslizamentos de Barreiras
10565,8078239819,Não há Ocorrência para essa Solicitação
10566,8078237522,Não há Ocorrência para essa Solicitação
10567,8078236919,Imoveis com Danos/Risco
10568,8078228619,Arvores em Risco
10569,8078223419,Arvores em Risco
10570,8078215122,Não há Ocorrência para essa Solicitação
10571,8078214519,Não há Ocorrência para essa Solicitação
10572,8078213922,Não há Ocorrência para essa Solicitação
10573,8078211622,Não há Ocorrência para essa Solicitação
10574,8078209517,Imoveis com Danos/Risco
